serdar,2021-10-27T19:48:40Z,signin.amazonaws.com,ConsoleLogin,us-east-1,89.133.54.241,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36",,[],,11987a1a-ef20-2573-b223-366961675892,FALSE,AwsConsoleSignIn,46411772487,Management
serdar,2021-10-27T19:31:21Z,signin.amazonaws.com,ConsoleLogin,us-east-1,89.133.54.241,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36",,[],,77f9fcc7-bec5-2fc1-9950-ff5365e65226,FALSE,AwsConsoleSignIn,46411772487,Management
serdar,2021-10-27T11:30:50Z,signin.amazonaws.com,ConsoleLogin,us-east-1,89.133.54.241,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36",,[],,07322032-022a-2b12-b7c2-0cac5e5b6266,FALSE,AwsConsoleSignIn,46411772487,Management
serdar,2021-10-25T00:11:43Z,signin.amazonaws.com,ConsoleLogin,us-east-1,89.133.54.241,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36",,[],,256828c5-1d3c-2927-ac80-22d2b2239357,FALSE,AwsConsoleSignIn,46411772487,Management
serdar,2021-10-23T00:55:57Z,ec2.amazonaws.com,TerminateInstances,us-east-1,89.133.54.241,aws-cli/1.19.78 Python/3.7.6 Darwin/19.6.0 botocore/1.18.18,,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0849c4ba801e1386a""},{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0ef67c3aebadf49f6""}]",fc55c3a0-92c5-2523-825d-1217250292ef,73c578b3-d563-2f01-a9d5-1f8a72bdd3be,FALSE,AwsApiCall,46411772487,Management
serdar,2021-10-23T00:55:06Z,ec2.amazonaws.com,DeleteVpc,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-06c323edf69fd8536""}]",13d20821-bf53-2c51-b188-d3d55829235b,3aab87a2-5bce-2356-bbd5-92c229d1e27e,FALSE,AwsApiCall,46411772487,Management
serdar,2021-10-23T00:55:04Z,ec2.amazonaws.com,DeleteVpcPeeringConnection,us-east-1,89.133.54.241,console.ec2.amazonaws.com,,"[{""resourceType"":""AWS::EC2::VPCPeeringConnection"",""resourceName"":""pcx-0d1ea50eaff58771f""}]",be2ae5d2-0235-22e5-bde9-2232832989be,3002b750-5ccf-271a-83fe-f7d2edb26aea,FALSE,AwsApiCall,46411772487,Management
serdar,2021-10-23T00:55:04Z,ec2.amazonaws.com,DeleteRoute,us-east-1,89.133.54.241,console.ec2.amazonaws.com,,"[{""resourceType"":""AWS::EC2::RouteTable"",""resourceName"":""rtb-cb8a0bb5""}]",ba8329f0-dbe2-23db-a8d7-a7710330a013,d607ae7b-0b58-21c9-8a0d-a13bd51f252e,FALSE,AwsApiCall,46411772487,Management
serdar,2021-10-23T00:54:51Z,ec2.amazonaws.com,DeleteInternetGateway,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::EC2::InternetGateway"",""resourceName"":""igw-037fd0436ecdda820""}]",9ec25b90-5f80-2f15-bac8-2782b1caca28,2f00cf1e-21b8-2e36-b1fb-bf3e036d9398,FALSE,AwsApiCall,46411772487,Management
serdar,2021-10-23T00:54:48Z,ec2.amazonaws.com,DeleteSubnet,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-02a1f8293db90d2fd""}]",282e8229-78cc-232b-a87a-b0d0723f2bf9,0a1386a0-9ca6-2328-9ee9-02b2919bcc0d,FALSE,AwsApiCall,46411772487,Management
